StudentID,RoleName,ReadinessScore,Coverage,NumSkills,NumSkillsPresent,NumWeakOrMissing,WeakOrMissingSkills
IT21002809,Senior Data Engineer- Snowflake,0.0,0.0,2,0,2,"Data Engineering & BI Analytics, Software Development & Engineering Practices"
IT21002809,Senior Data Engineer/Architect,0.0657407407407407,0.5555555555555556,9,5,9,"Data Engineering & BI Analytics, Data Modeling & ER Diagrams, Enterprise Storage Solutions, Information Security Analytics, Information Systems & Database Design, Integration & Applications, Machine Learning & Optimization, Security Monitoring & Reporting, Strategic IS & Decision Support"
IT21002809,Senior DevOps Engineer,0.0528508771929824,0.6363636363636364,11,7,11,"Application Testing & Security, BI Solution Implementation, Java & Object-Oriented Application Development, Object-Oriented Design & Programming, Software Design & Testing, Software Development & Engineering Practices, Software Development Processes, Software Engineering Fundamentals, Software Testing & Unit Testing, Team Organization & Collaboration, Vulnerability Assessment"
IT21002809,Senior DevOps Engineer (Azure) - IFS Ultimo,0.0604761904761904,0.5714285714285714,7,4,7,"Computer Systems & Networking, Software Design & Testing, Software Development & Engineering Practices, Software Development Processes, Software Testing & Unit Testing, Strategic IS & Decision Support, Team Organization & Collaboration"
IT21002809,Senior Devops Engineer,0.0786666666666666,0.8,5,4,5,"Application Testing & Security, Integration & Applications, Software Design & Testing, Software Development & Engineering Practices, Software Testing & Unit Testing"
IT21002809,Software Engineer,0.0735552268244575,0.625,40,25,40,"Academic Communication Skills, Agile Development & SCRUM, Agile Software Development & Scrum Practices, Algorithm Design Techniques, Android OS & Application Components, Application Testing & Security, BI Solution Implementation, Computer Systems & Networking, Data Engineering & BI Analytics, Data Warehousing Architecture, Documentation & Presentation Skills, ETL/ELT Processes, Enterprise Storage Solutions, Full-Stack Web Application Development, IT Project Management & Execution"
IT21004505,AI Engineer,0.0909090909090909,0.7272727272727273,11,8,11,"Advanced Database Design & Management, Application Testing & Security, BI Solution Implementation, Enterprise Storage Solutions, Integration & Applications, OS Concepts & Architecture, RESTful Web Services, Software Design & Testing, Software Development & Engineering Practices, Software Development Processes, Software Testing & Unit Testing"
IT21004505,AI Engineer - New Grad,0.1416666666666666,1.0,2,2,2,"Cloud Database Setup, Integration & Applications"
IT21004505,AI Research Engineer - Agentic AI & Intelligent Automation,0.0593055555555555,0.5,6,3,6,"Academic Communication Skills, Data Engineering & BI Analytics, Information Systems & Database Design, Integration & Applications, Software Design & Testing, Software Testing & Unit Testing"
IT21004505,AI Research Engineer Computer Vision & Analytics,0.0799537037037037,0.6666666666666666,9,6,9,"Calculus & Differentiation, Data Engineering & BI Analytics, Integration & Applications, Machine Learning & Optimization, OS Concepts & Architecture, Probability Distributions, Problem Solving & Algorithm Development, Software Life Cycle Modeling, Software Testing & Unit Testing"
IT21004505,AI/ML GCP Engineer,0.0277777777777777,0.3333333333333333,3,1,3,"Algorithm Design Techniques, Data Engineering & BI Analytics, Software Development & Engineering Practices"
IT21004505,Associate - Python Data Engineer - GDC,0.19375,1.0,2,2,2,"Ethics & Professional Conduct, Personal Development & Work Ethics"
IT21004505,Azure Data Engineer,0.0789166666666666,0.6,5,3,5,"Data Engineering & BI Analytics, ETL/ELT Processes, Information Security Analytics, Integration & Applications, Strategic IS & Decision Support"
IT21004505,Data Analyst,0.0659514925373134,0.6071428571428571,28,17,28,"Academic Communication Skills, Advanced Database Design & Management, Algorithm Design Techniques, Data Engineering & BI Analytics, Data Handling & Media Integration, Database Security & Performance Optimization, Diversity & Inclusion Awareness, Documentation & Presentation Skills, Hypothesis Testing, Information Security Analytics, Information Systems & Database Design, Information Systems Analysis, Integration & Applications, Legal & Professional Responsibilities, Machine Learning & Optimization"
IT21004505,Data Analytics Analyst [T500-20967],0.055,0.5,2,1,2,"Information Security Analytics, Information Systems Analysis"
IT21004505,Data Engineer,0.0816768292682926,0.6521739130434783,23,15,23,"Agile Development & SCRUM, Agile Software Development & Scrum Practices, BI Solution Implementation, Computer Systems & Networking, Data Engineering & BI Analytics, Data Representation & Computer Architecture, Database Security & Performance Optimization, Dimensional Data Modelling, Documentation & Presentation Skills, ETL/ELT Processes, Enterprise Storage Solutions, Indexing & Query Optimization, Information Security Analytics, Information Systems & Database Design, Integration & Applications"
IT21004505,Data Engineer & Solution Architect,0.0742592592592592,0.5555555555555556,9,5,9,"Data Engineering & BI Analytics, Data Modeling & ER Diagrams, Enterprise Storage Solutions, Information Security Analytics, Information Systems & Database Design, Integration & Applications, Machine Learning & Optimization, Security Monitoring & Reporting, Strategic IS & Decision Support"
IT21004505,Data Engineer (L5),0.0,0.0,1,0,1,Data Engineering & BI Analytics
IT21004505,Data Engineer (L5) - Ads,0.0733333333333333,0.6,5,3,5,"Data Engineering & BI Analytics, Data Warehousing Architecture, Information Systems Analysis, Software Development & Engineering Practices, Time Series Analysis"
IT21004505,"Data Engineer (Python, SQL, Spark, ETL)",0.0275,0.25,4,1,4,"Data Engineering & BI Analytics, Information Security Analytics, Information Systems Analysis, Machine Learning & Optimization"
IT21004505,Data Engineer III [T500-19720],0.0,0.0,3,0,3,"Data Engineering & BI Analytics, Software Development & Engineering Practices, Software Development Processes"
IT21004505,"Data Engineer, Analytics (University Grad)",0.0,0.0,1,0,1,Data Engineering & BI Analytics
IT21004505,"Data Engineer, Go-To-Market",0.0885416666666666,0.75,4,3,4,"C++ Programming Implementation, Integration & Applications, SQL Querying & Database Programming, Statistical Modeling & Data Analysis"
IT21004505,DevOps Engineer,0.0694746376811594,0.6666666666666666,15,10,15,"Application Testing & Security, BI Solution Implementation, Data Engineering & BI Analytics, Integration & Applications, Java & Object-Oriented Application Development, Object-Oriented Design & Programming, Social Media & Digital Content, Software Design & Testing, Software Development & Engineering Practices, Software Development Processes, Strategic IS & Decision Support, System Security & Administration Scripting, Team Organization & Collaboration, Teamwork & Collaboration, Vulnerability Assessment"
IT21004505,Devops Engineer,0.055625,0.6666666666666666,3,2,3,"Application Testing & Security, Software Design & Testing, Software Development Processes"
IT21004505,Devops Engineer - 2,0.1170833333333333,1.0,4,4,4,"Application Testing & Security, Integration & Applications, Software Design & Testing, Software Testing & Unit Testing"
IT21004505,Full-Stack AI Application Engineer,0.1333333333333333,1.0,1,1,1,Integration & Applications
IT21004505,Junior Data Engineer,0.0504166666666666,0.3333333333333333,3,1,3,"Data Engineering & BI Analytics, Data Warehousing Architecture, Software Development & Engineering Practices"
IT21004505,Lead DevOps Engineer,0.0653571428571428,0.5714285714285714,7,4,7,"Agile Development & SCRUM, OS Concepts & Architecture, Object-Oriented Design & Programming, Software Design & Testing, Software Development & Engineering Practices, Software Development Processes, Software Testing & Unit Testing"
IT21004505,Lead DevOps Engineer Site Reliability Engineering,0.1014166666666666,0.8,5,4,5,"BI Solution Implementation, Information Systems & Database Design, Integration & Applications, Software Design & Testing, Software Testing & Unit Testing"
IT21004505,Lead Devops Engineer,0.0800520833333333,0.625,8,5,8,"Application Testing & Security, BI Solution Implementation, Computer Systems & Networking, Software Design & Testing, Software Development & Engineering Practices, Software Development Processes, Software Testing & Unit Testing, Team Organization & Collaboration"
IT21004505,Lead GCP DevOps Engineer,0.1125,1.0,1,1,1,Application Testing & Security
IT21004505,ML Engineer,0.0529166666666666,0.6,20,12,20,"Advanced Database Design & Management, Algorithm Design Techniques, BI Solution Implementation, Data Engineering & BI Analytics, Data Representation & Computer Architecture, Database Security & Performance Optimization, Enterprise Storage Solutions, IT Project Management & Execution, Integration & Applications, Machine Learning & Optimization, Mobile Application Design & Development, OS Concepts & Architecture, Problem Solving & Algorithm Development, Software Design & Testing, Software Development & Engineering Practices"
IT21004505,Python Data Engineer,0.1003124999999999,0.75,8,6,8,"BI Solution Implementation, Data Engineering & BI Analytics, Data Warehousing Architecture, ETL/ELT Processes, Integration & Applications, Machine Learning & Optimization, RESTful Web Services, Strategic IS & Decision Support"
IT21004505,Senior Data Engineer,0.0770833333333333,0.5,2,1,2,"Data Engineering & BI Analytics, Database Security & Performance Optimization"
IT21004505,Senior Data Engineer - Databricks,0.11,1.0,1,1,1,Agile Development & SCRUM
IT21004505,Senior Data Engineer - Snowflake,0.0,0.0,2,0,2,"Data Engineering & BI Analytics, Software Development & Engineering Practices"
IT21004505,Senior Data Engineer- Snowflake,0.0,0.0,2,0,2,"Data Engineering & BI Analytics, Software Development & Engineering Practices"
IT21004505,Senior Data Engineer/Architect,0.0742592592592592,0.5555555555555556,9,5,9,"Data Engineering & BI Analytics, Data Modeling & ER Diagrams, Enterprise Storage Solutions, Information Security Analytics, Information Systems & Database Design, Integration & Applications, Machine Learning & Optimization, Security Monitoring & Reporting, Strategic IS & Decision Support"
IT21004505,Senior DevOps Engineer,0.0598903508771929,0.6363636363636364,11,7,11,"Application Testing & Security, BI Solution Implementation, Java & Object-Oriented Application Development, Object-Oriented Design & Programming, Software Design & Testing, Software Development & Engineering Practices, Software Development Processes, Software Engineering Fundamentals, Software Testing & Unit Testing, Team Organization & Collaboration, Vulnerability Assessment"
IT21004505,Senior DevOps Engineer (Azure) - IFS Ultimo,0.0695238095238095,0.5714285714285714,7,4,7,"Computer Systems & Networking, Software Design & Testing, Software Development & Engineering Practices, Software Development Processes, Software Testing & Unit Testing, Strategic IS & Decision Support, Team Organization & Collaboration"
IT21004505,Senior Devops Engineer,0.0936666666666666,0.8,5,4,5,"Application Testing & Security, Integration & Applications, Software Design & Testing, Software Development & Engineering Practices, Software Testing & Unit Testing"
IT21004505,Software Engineer,0.0834787968441814,0.625,40,25,40,"Academic Communication Skills, Agile Development & SCRUM, Agile Software Development & Scrum Practices, Algorithm Design Techniques, Android OS & Application Components, Application Testing & Security, BI Solution Implementation, Computer Systems & Networking, Data Engineering & BI Analytics, Data Warehousing Architecture, Documentation & Presentation Skills, ETL/ELT Processes, Enterprise Storage Solutions, Full-Stack Web Application Development, IT Project Management & Execution"
IT21004753,AI Engineer,0.1909848484848485,0.7272727272727273,11,8,11,"Advanced Database Design & Management, Application Testing & Security, BI Solution Implementation, Enterprise Storage Solutions, Integration & Applications, OS Concepts & Architecture, RESTful Web Services, Software Design & Testing, Software Development & Engineering Practices, Software Development Processes, Software Testing & Unit Testing"
IT21004753,AI Engineer - New Grad,0.2166666666666666,1.0,2,2,2,"Cloud Database Setup, Integration & Applications"
IT21004753,AI Research Engineer - Agentic AI & Intelligent Automation,0.1230555555555555,0.5,6,3,6,"Academic Communication Skills, Data Engineering & BI Analytics, Information Systems & Database Design, Integration & Applications, Software Design & Testing, Software Testing & Unit Testing"
IT21004753,AI Research Engineer Computer Vision & Analytics,0.1741666666666667,0.6666666666666666,9,6,9,"Calculus & Differentiation, Data Engineering & BI Analytics, Integration & Applications, Machine Learning & Optimization, OS Concepts & Architecture, Probability Distributions, Problem Solving & Algorithm Development, Software Life Cycle Modeling, Software Testing & Unit Testing"
IT21004753,AI/ML GCP Engineer,0.0694444444444444,0.3333333333333333,3,1,3,"Algorithm Design Techniques, Data Engineering & BI Analytics, Software Development & Engineering Practices"
IT21004753,Associate - Python Data Engineer - GDC,0.431875,1.0,2,2,1,Personal Development & Work Ethics
IT21004753,Azure Data Engineer,0.1505833333333333,0.6,5,3,5,"Data Engineering & BI Analytics, ETL/ELT Processes, Information Security Analytics, Integration & Applications, Strategic IS & Decision Support"
IT21004753,Data Analyst,0.1201243781094527,0.6071428571428571,28,17,28,"Academic Communication Skills, Advanced Database Design & Management, Algorithm Design Techniques, Data Engineering & BI Analytics, Data Handling & Media Integration, Database Security & Performance Optimization, Diversity & Inclusion Awareness, Documentation & Presentation Skills, Hypothesis Testing, Information Security Analytics, Information Systems & Database Design, Information Systems Analysis, Integration & Applications, Legal & Professional Responsibilities, Machine Learning & Optimization"
IT21004753,Data Analytics Analyst [T500-20967],0.0833333333333333,0.5,2,1,2,"Information Security Analytics, Information Systems Analysis"
IT21004753,Data Engineer,0.1659451219512195,0.6521739130434783,23,15,23,"Agile Development & SCRUM, Agile Software Development & Scrum Practices, BI Solution Implementation, Computer Systems & Networking, Data Engineering & BI Analytics, Data Representation & Computer Architecture, Database Security & Performance Optimization, Dimensional Data Modelling, Documentation & Presentation Skills, ETL/ELT Processes, Enterprise Storage Solutions, Indexing & Query Optimization, Information Security Analytics, Information Systems & Database Design, Integration & Applications"
IT21004753,Data Engineer & Solution Architect,0.1279629629629629,0.5555555555555556,9,5,9,"Data Engineering & BI Analytics, Data Modeling & ER Diagrams, Enterprise Storage Solutions, Information Security Analytics, Information Systems & Database Design, Integration & Applications, Machine Learning & Optimization, Security Monitoring & Reporting, Strategic IS & Decision Support"
IT21004753,Data Engineer (L5),0.0,0.0,1,0,1,Data Engineering & BI Analytics
IT21004753,Data Engineer (L5) - Ads,0.1589166666666666,0.6,5,3,5,"Data Engineering & BI Analytics, Data Warehousing Architecture, Information Systems Analysis, Software Development & Engineering Practices, Time Series Analysis"
IT21004753,"Data Engineer (Python, SQL, Spark, ETL)",0.0416666666666666,0.25,4,1,4,"Data Engineering & BI Analytics, Information Security Analytics, Information Systems Analysis, Machine Learning & Optimization"
IT21004753,Data Engineer III [T500-19720],0.0,0.0,3,0,3,"Data Engineering & BI Analytics, Software Development & Engineering Practices, Software Development Processes"
IT21004753,"Data Engineer, Analytics (University Grad)",0.0,0.0,1,0,1,Data Engineering & BI Analytics
IT21004753,"Data Engineer, Go-To-Market",0.175625,0.75,4,3,4,"C++ Programming Implementation, Integration & Applications, SQL Querying & Database Programming, Statistical Modeling & Data Analysis"
IT21004753,DevOps Engineer,0.1508876811594203,0.6666666666666666,15,10,15,"Application Testing & Security, BI Solution Implementation, Data Engineering & BI Analytics, Integration & Applications, Java & Object-Oriented Application Development, Object-Oriented Design & Programming, Social Media & Digital Content, Software Design & Testing, Software Development & Engineering Practices, Software Development Processes, Strategic IS & Decision Support, System Security & Administration Scripting, Team Organization & Collaboration, Teamwork & Collaboration, Vulnerability Assessment"
IT21004753,Devops Engineer,0.12625,0.6666666666666666,3,2,3,"Application Testing & Security, Software Design & Testing, Software Development Processes"
IT21004753,Devops Engineer - 2,0.2575,1.0,4,4,4,"Application Testing & Security, Integration & Applications, Software Design & Testing, Software Testing & Unit Testing"
IT21004753,Full-Stack AI Application Engineer,0.2333333333333333,1.0,1,1,1,Integration & Applications
IT21004753,Junior Data Engineer,0.1176388888888889,0.3333333333333333,3,1,3,"Data Engineering & BI Analytics, Data Warehousing Architecture, Software Development & Engineering Practices"
IT21004753,Lead DevOps Engineer,0.1484523809523809,0.5714285714285714,7,4,7,"Agile Development & SCRUM, OS Concepts & Architecture, Object-Oriented Design & Programming, Software Design & Testing, Software Development & Engineering Practices, Software Development Processes, Software Testing & Unit Testing"
IT21004753,Lead DevOps Engineer Site Reliability Engineering,0.21825,0.8,5,4,5,"BI Solution Implementation, Information Systems & Database Design, Integration & Applications, Software Design & Testing, Software Testing & Unit Testing"
IT21004753,Lead Devops Engineer,0.1728645833333333,0.625,8,5,8,"Application Testing & Security, BI Solution Implementation, Computer Systems & Networking, Software Design & Testing, Software Development & Engineering Practices, Software Development Processes, Software Testing & Unit Testing, Team Organization & Collaboration"
IT21004753,Lead GCP DevOps Engineer,0.2916666666666667,1.0,1,1,1,Application Testing & Security
IT21004753,ML Engineer,0.1091666666666666,0.6,20,12,20,"Advanced Database Design & Management, Algorithm Design Techniques, BI Solution Implementation, Data Engineering & BI Analytics, Data Representation & Computer Architecture, Database Security & Performance Optimization, Enterprise Storage Solutions, IT Project Management & Execution, Integration & Applications, Machine Learning & Optimization, Mobile Application Design & Development, OS Concepts & Architecture, Problem Solving & Algorithm Development, Software Design & Testing, Software Development & Engineering Practices"
IT21004753,Python Data Engineer,0.2069791666666666,0.75,8,6,8,"BI Solution Implementation, Data Engineering & BI Analytics, Data Warehousing Architecture, ETL/ELT Processes, Integration & Applications, Machine Learning & Optimization, RESTful Web Services, Strategic IS & Decision Support"
IT21004753,Senior Data Engineer,0.1395833333333333,0.5,2,1,2,"Data Engineering & BI Analytics, Database Security & Performance Optimization"
IT21004753,Senior Data Engineer - Databricks,0.2133333333333333,1.0,1,1,1,Agile Development & SCRUM
IT21004753,Senior Data Engineer - Snowflake,0.0,0.0,2,0,2,"Data Engineering & BI Analytics, Software Development & Engineering Practices"
IT21004753,Senior Data Engineer- Snowflake,0.0,0.0,2,0,2,"Data Engineering & BI Analytics, Software Development & Engineering Practices"
IT21004753,Senior Data Engineer/Architect,0.1279629629629629,0.5555555555555556,9,5,9,"Data Engineering & BI Analytics, Data Modeling & ER Diagrams, Enterprise Storage Solutions, Information Security Analytics, Information Systems & Database Design, Integration & Applications, Machine Learning & Optimization, Security Monitoring & Reporting, Strategic IS & Decision Support"
IT21004753,Senior DevOps Engineer,0.1308552631578947,0.6363636363636364,11,7,11,"Application Testing & Security, BI Solution Implementation, Java & Object-Oriented Application Development, Object-Oriented Design & Programming, Software Design & Testing, Software Development & Engineering Practices, Software Development Processes, Software Engineering Fundamentals, Software Testing & Unit Testing, Team Organization & Collaboration, Vulnerability Assessment"
IT21004753,Senior DevOps Engineer (Azure) - IFS Ultimo,0.1292857142857142,0.5714285714285714,7,4,7,"Computer Systems & Networking, Software Design & Testing, Software Development & Engineering Practices, Software Development Processes, Software Testing & Unit Testing, Strategic IS & Decision Support, Team Organization & Collaboration"
IT21004753,Senior Devops Engineer,0.206,0.8,5,4,5,"Application Testing & Security, Integration & Applications, Software Design & Testing, Software Development & Engineering Practices, Software Testing & Unit Testing"
IT21004753,Software Engineer,0.1758111439842209,0.625,40,25,38,"Academic Communication Skills, Agile Development & SCRUM, Agile Software Development & Scrum Practices, Algorithm Design Techniques, Android OS & Application Components, Application Testing & Security, BI Solution Implementation, Computer Systems & Networking, Data Engineering & BI Analytics, Data Warehousing Architecture, Documentation & Presentation Skills, ETL/ELT Processes, Enterprise Storage Solutions, Full-Stack Web Application Development, IT Project Management & Execution"
IT21005263,AI Engineer,0.0967424242424242,0.7272727272727273,11,8,11,"Advanced Database Design & Management, Application Testing & Security, BI Solution Implementation, Enterprise Storage Solutions, Integration & Applications, OS Concepts & Architecture, RESTful Web Services, Software Design & Testing, Software Development & Engineering Practices, Software Development Processes, Software Testing & Unit Testing"
IT21005263,AI Engineer - New Grad,0.1541666666666666,1.0,2,2,2,"Cloud Database Setup, Integration & Applications"
IT21005263,AI Research Engineer - Agentic AI & Intelligent Automation,0.0541666666666666,0.5,6,3,6,"Academic Communication Skills, Data Engineering & BI Analytics, Information Systems & Database Design, Integration & Applications, Software Design & Testing, Software Testing & Unit Testing"
IT21005263,AI Research Engineer Computer Vision & Analytics,0.0775925925925925,0.6666666666666666,9,6,9,"Calculus & Differentiation, Data Engineering & BI Analytics, Integration & Applications, Machine Learning & Optimization, OS Concepts & Architecture, Probability Distributions, Problem Solving & Algorithm Development, Software Life Cycle Modeling, Software Testing & Unit Testing"
IT21005263,AI/ML GCP Engineer,0.0513888888888888,0.3333333333333333,3,1,3,"Algorithm Design Techniques, Data Engineering & BI Analytics, Software Development & Engineering Practices"
IT21005263,Associate - Python Data Engineer - GDC,0.1916666666666667,1.0,2,2,2,"Ethics & Professional Conduct, Personal Development & Work Ethics"
IT21005263,Azure Data Engineer,0.0719166666666666,0.6,5,3,5,"Data Engineering & BI Analytics, ETL/ELT Processes, Information Security Analytics, Integration & Applications, Strategic IS & Decision Support"
IT21005263,Data Analyst,0.055186567164179,0.6071428571428571,28,17,28,"Academic Communication Skills, Advanced Database Design & Management, Algorithm Design Techniques, Data Engineering & BI Analytics, Data Handling & Media Integration, Database Security & Performance Optimization, Diversity & Inclusion Awareness, Documentation & Presentation Skills, Hypothesis Testing, Information Security Analytics, Information Systems & Database Design, Information Systems Analysis, Integration & Applications, Legal & Professional Responsibilities, Machine Learning & Optimization"
IT21005263,Data Analytics Analyst [T500-20967],0.0333333333333333,0.5,2,1,2,"Information Security Analytics, Information Systems Analysis"
IT21005263,Data Engineer,0.0754573170731707,0.6521739130434783,23,15,23,"Agile Development & SCRUM, Agile Software Development & Scrum Practices, BI Solution Implementation, Computer Systems & Networking, Data Engineering & BI Analytics, Data Representation & Computer Architecture, Database Security & Performance Optimization, Dimensional Data Modelling, Documentation & Presentation Skills, ETL/ELT Processes, Enterprise Storage Solutions, Indexing & Query Optimization, Information Security Analytics, Information Systems & Database Design, Integration & Applications"
IT21005263,Data Engineer & Solution Architect,0.064074074074074,0.5555555555555556,9,5,9,"Data Engineering & BI Analytics, Data Modeling & ER Diagrams, Enterprise Storage Solutions, Information Security Analytics, Information Systems & Database Design, Integration & Applications, Machine Learning & Optimization, Security Monitoring & Reporting, Strategic IS & Decision Support"
IT21005263,Data Engineer (L5),0.0,0.0,1,0,1,Data Engineering & BI Analytics
IT21005263,Data Engineer (L5) - Ads,0.0747499999999999,0.6,5,3,5,"Data Engineering & BI Analytics, Data Warehousing Architecture, Information Systems Analysis, Software Development & Engineering Practices, Time Series Analysis"
IT21005263,"Data Engineer (Python, SQL, Spark, ETL)",0.0166666666666666,0.25,4,1,4,"Data Engineering & BI Analytics, Information Security Analytics, Information Systems Analysis, Machine Learning & Optimization"
IT21005263,Data Engineer III [T500-19720],0.0,0.0,3,0,3,"Data Engineering & BI Analytics, Software Development & Engineering Practices, Software Development Processes"
IT21005263,"Data Engineer, Analytics (University Grad)",0.0,0.0,1,0,1,Data Engineering & BI Analytics
