StudentID,Skill,EvidenceCount,ScoreNormalized,SkillLevel,QuizID,NumQuestions,NumCorrect,QuizProficiency,AvgResponseTimeSeconds,QuizWeight,TranscriptWeight,QuizProficiencyFilled,FinalScore,FinalSkillLevel
IT21013928,IP Addressing & Network Design,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,IP Addressing & Subnetting,1,0.125,Beginner,,0,,,,0.0,1.0,0.0,0.125,Beginner
IT21013928,Industrial Tools & Technologies,2,0.1083333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1083333333333333,Beginner
IT21013928,Industry Expectations & Workplace Adaptation,2,0.1083333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1083333333333333,Beginner
IT21013928,Information Systems Analysis,1,0.1,Beginner,,0,,,,0.0,1.0,0.0,0.1,Beginner
IT21013928,Inheritance & Polymorphism,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,Integration & Applications,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,Intellectual Property & Entrepreneurship,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Internet & Web Protocols,1,0.1,Beginner,,0,,,,0.0,1.0,0.0,0.1,Beginner
IT21013928,Java Programming Fundamentals,1,0.1666666666666666,Beginner,,0,,,,0.0,1.0,0.0,0.1666666666666666,Beginner
IT21013928,JavaScript/PHP Web Development,1,0.1,Beginner,,0,,,,0.0,1.0,0.0,0.1,Beginner
IT21013928,Job Role Awareness,2,0.1083333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1083333333333333,Beginner
IT21013928,Legal & Professional Responsibilities,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Logical Database Design & Schema Refinement,1,0.1666666666666666,Beginner,,0,,,,0.0,1.0,0.0,0.1666666666666666,Beginner
IT21013928,Memory & Virtual Memory Management,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Mobile App Development Fundamentals,1,0.125,Beginner,,0,,,,0.0,1.0,0.0,0.125,Beginner
IT21013928,Network Device Configuration (Routers/Switches),1,0.125,Beginner,,0,,,,0.0,1.0,0.0,0.125,Beginner
IT21013928,Network Security & ACLs,1,0.125,Beginner,,0,,,,0.0,1.0,0.0,0.125,Beginner
IT21013928,Networking Fundamentals & ISO/OSI Layers,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,Number Systems & Computer Arithmetic,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,OS Concepts & Architecture,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Object-Oriented Concepts & Recap,1,0.1666666666666666,Beginner,,0,,,,0.0,1.0,0.0,0.1666666666666666,Beginner
IT21013928,Object-Oriented Programming Fundamentals,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,Operating Systems Basics,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,"Paraphrasing, Summarizing & Referencing",1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,Personal Development & Work Ethics,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Pointers & Memory Management,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,Probability Distributions & Random Variables,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Procedural Programming Concepts,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,Process & Thread Management,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Project Planning & Requirement Gathering,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Reading Comprehension,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,Regression & Time Series Analysis,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Requirements Engineering & UML,1,0.1,Beginner,,0,,,,0.0,1.0,0.0,0.1,Beginner
IT21013928,Routing & TCP/UDP Protocols,1,0.125,Beginner,,0,,,,0.0,1.0,0.0,0.125,Beginner
IT21013928,SQL Database Management (DDL/DML),1,0.1,Beginner,,0,,,,0.0,1.0,0.0,0.1,Beginner
IT21013928,SQL Querying & Database Programming,1,0.1666666666666666,Beginner,,0,,,,0.0,1.0,0.0,0.1666666666666666,Beginner
IT21013928,Sampling & Probability Theory,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Schema Refinement & Normalization,1,0.1,Beginner,,0,,,,0.0,1.0,0.0,0.1,Beginner
IT21013928,Searching & Sorting Algorithms,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Social Media & Digital Content,1,0.1,Beginner,,0,,,,0.0,1.0,0.0,0.1,Beginner
IT21013928,Soft Skills & Professionalism,2,0.1083333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1083333333333333,Beginner
IT21013928,Software Design & Testing,1,0.1,Beginner,,0,,,,0.0,1.0,0.0,0.1,Beginner
IT21013928,Software Engineering Fundamentals,1,0.1,Beginner,,0,,,,0.0,1.0,0.0,0.1,Beginner
IT21013928,Software Life Cycle Modeling,1,0.1,Beginner,,0,,,,0.0,1.0,0.0,0.1,Beginner
IT21013928,Software Testing & Unit Testing,1,0.125,Beginner,,0,,,,0.0,1.0,0.0,0.125,Beginner
IT21013928,Software Testing & User Acceptance,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Speaking & Presentations,1,0.1333333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.1333333333333333,Beginner
IT21013928,"Stack, Queue & Linked List Implementation",1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Strategic IS & Decision Support,1,0.1,Beginner,,0,,,,0.0,1.0,0.0,0.1,Beginner
IT21013928,"Supportive Software Processes (Configuration, Version, Release Management)",1,0.125,Beginner,,0,,,,0.0,1.0,0.0,0.125,Beginner
IT21013928,System Security & Administration Scripting,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Team Organization & Collaboration,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Teamwork & Collaboration,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,Tree & Graph Data Structures,1,0.0833333333333333,Beginner,,0,,,,0.0,1.0,0.0,0.0833333333333333,Beginner
IT21013928,UI/UX Design & Mobile Interface Concepts,1,0.125,Beginner,,0,,,,0.0,1.0,0.0,0.125,Beginner
IT21013928,UML Modeling & Behavioral Modeling,1,0.125,Beginner,,0,,,,0.0,1.0,0.0,0.125,Beginner
IT21013928,"VLAN, Spanning Tree & Trunking",1,0.125,Beginner,,0,,,,0.0,1.0,0.0,0.125,Beginner
IT21013928,e-Commerce & Web Security,1,0.1,Beginner,,0,,,,0.0,1.0,0.0,0.1,Beginner
